"p           ","t           ","rho         ","h           ","u           ","g           ","s           ","m           ","mw          ","cp          ","gam         ","son         "
   3.00000E+01,   3.14782E+03,   3.11007E+00,   2.13909E+03,   1.17448E+03,  -2.75013E+04,   9.41618E+00,   0.00000E+00,   2.71328E+01,   3.02952E+00,   1.16511E+00,   1.06013E+03
